ï»¿Country,Name,Goals,Expected Goals (xG),Big chances missed,Successful dribbles,Successful dribbles %,Total shots,Shots on target,Shots off target,Blocked shots,Goal conversion %,Penalties taken,Penalty goals,Penalty won,Shots from set piece,Free kick goals,Goals from inside the box,Goals from outside the box,Headed goals,Left foot goals,Right foot goals,Hit woodwork,Offsides,Penalty conversion,Set piece conversion %,Rating,Big chances created,Total passes,Accurate final third passes,Accurate long balls,Assists,Accurate passes %,Key passes,Accurate long balls %,Accurate own half passes,Accurate crosses,Passes to assist,Accurate passes,Inaccurate passes,Accurate opposition half passes,Accurate crosses %,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Errors lead to shot,Own goals,Dribbled past,Clean sheets,Ground duels won,Total duels won,Aerial duels won %,Minutes played,Appearances,Aerial duels won,Age
Portugal,William Carvalho,0,0.07,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78,0,169,22,5,0,92.31,0,62.5,81,0,0,156,13,75,0,6,0,0,3,0,0,0,1,0,8,12,100,214,4,4,29
Australia,Aaron Mooy,0,0.05,0,2,66.67,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78,0,207,33,13,0,81.16,1,56.52,94,2,0,168,39,76,20,9,3,0,9,0,0,0,2,2,12,14,40,360,4,2,32
Saudi Arabia,Salem Al-Dawsari,2,1.76,2,2,25,7,5,2,0,28.57,1,0,0,0,0,2,0,0,0,2,0,0,0,0,6.77,0,106,45,6,0,80.19,6,66.67,18,1,0,85,21,68,33.33,5,1,0,1,0,0,0,1,0,10,11,50,270,3,1,29
Germany,Jamal Musiala,0,1.92,2,19,59.38,12,3,7,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,6.77,1,103,49,3,1,81.55,8,100,20,1,0,84,19,65,100,1,1,0,0,0,0,0,1,0,25,27,50,259,3,2,19
Belgium,Youri Tielemans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.77,0,61,11,3,0,83.61,1,50,28,0,0,51,10,23,0,3,2,0,0,0,0,0,0,0,4,6,66.67,93,3,2,25
South Korea,Jun-ho Son,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.77,0,59,10,8,0,93.22,0,80,32,0,0,55,4,23,0,3,3,0,0,0,0,0,0,0,3,3,0,70,3,0,29
Denmark,Andreas Cornelius,0,1.02,1,1,100,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.77,0,33,8,0,0,63.64,3,0,5,0,0,21,12,16,0,0,0,0,1,0,0,0,0,0,3,14,57.89,90,3,11,28
Germany,Antonio RÃ¼diger,0,0.76,2,0,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6.77,0,249,23,8,0,91.16,0,44.44,137,0,0,227,22,90,0,2,0,0,5,0,1,0,0,0,5,11,85.71,270,3,6,29
Mexico,JesÃºs Gallardo,0,0.12,0,3,75,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.77,0,104,16,4,0,72.12,1,33.33,40,2,0,75,29,37,22.22,9,1,0,9,0,0,0,5,1,13,14,100,270,3,1,27
Uruguay,MatÃ­as Vecino,0,0.1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.77,0,105,14,3,0,72.38,0,60,40,0,0,76,29,36,0,4,4,0,1,0,0,0,2,0,4,7,50,196,3,3,30
Iran,Morteza Pouraliganji,0,0.08,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.77,1,126,7,11,0,73.02,2,40.74,64,0,0,92,34,28,0,2,6,0,10,0,0,0,1,1,3,12,60,270,3,9,30
Cameroon,Frank Anguissa,0,0.06,0,4,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.77,0,127,33,3,0,88.19,0,60,53,0,0,112,15,59,0,4,5,0,2,0,0,0,2,1,12,16,100,261,3,4,26
Spain,Marco Asensio,1,1.21,1,0,0,10,2,5,3,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.75,0,109,37,3,0,80.73,2,100,18,0,0,88,21,70,0,1,0,0,0,0,0,0,0,0,4,4,0,231,4,0,26
South Korea,Hee-Chan Hwang,1,0.92,0,3,33.33,6,5,1,0,16.67,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.75,0,53,20,0,0,81.13,1,0,10,0,0,43,10,33,0,1,0,0,0,0,0,0,0,0,7,7,0,114,2,0,26
Poland,Sebastian SzymaÅski,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.75,0,38,8,1,0,65.79,0,33.33,11,1,0,25,13,15,33.33,6,2,0,1,0,0,0,1,0,10,11,16.67,136,2,1,26
Belgium,Dries Mertens,0,0.8,1,1,100,3,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.75,0,28,7,1,0,71.43,3,50,6,2,0,20,8,16,40,2,0,0,0,0,0,0,1,0,3,3,0,75,2,0,35
France,RaphaÃ«l Varane,0,0.35,0,1,100,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.75,0,284,25,12,0,89.79,0,42.86,181,0,0,255,29,74,0,1,6,0,15,0,0,0,2,1,3,7,44.44,521,6,4,29
USA,Yunus Musah,0,0.31,0,4,40,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,0,172,46,5,0,86.63,3,62.5,59,0,0,149,23,90,0,8,2,0,1,0,0,0,2,2,15,18,50,345,4,3,20
Cameroon,Pierre Kunde,0,0.22,0,0,0,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,0,44,9,4,0,81.82,1,50,17,1,0,36,8,20,25,4,4,0,4,0,0,0,2,0,5,6,100,135,2,1,26
Brazil,Dani Alves,0,0.19,0,1,100,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,0,80,20,3,0,88.75,0,75,35,1,0,71,9,37,16.67,5,2,0,2,0,0,0,3,0,8,9,50,117,2,1,38
Uruguay,SebastiÃ¡n Coates,0,0.1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,0,93,11,6,0,81.72,0,46.15,51,0,0,76,17,25,0,1,1,0,6,0,0,0,0,1,1,8,100,180,2,7,31
Netherlands,Vincent Janssen,0,0.09,0,1,100,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,0,20,8,0,0,80,1,0,3,0,0,16,4,13,0,2,0,0,1,0,0,0,1,0,5,6,50,86,2,1,28
Uruguay,Maximiliano GÃ³mez,0,0.09,0,0,0,2,1,1,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,6.75,0,7,3,0,0,71.43,0,0,2,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,1,3,100,28,2,2,26
Ecuador,Jackson Porozo,0,0.05,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.75,0,43,1,3,0,90.7,0,60,27,0,0,39,4,12,0,2,3,0,4,0,0,0,0,0,4,5,100,102,2,1,22
Serbia,Filip KostiÄ,0,0.02,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6.75,0,75,18,0,0,66.67,1,0,21,2,0,50,25,31,12.5,6,0,0,1,0,0,0,0,0,7,7,0,179,2,0,30
Tunisia,Ferjani Sassi,0,0.02,0,2,66.67,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,0,33,7,2,0,75.76,0,40,12,0,0,25,8,13,0,2,1,0,0,0,0,0,0,0,5,7,100,55,2,2,30
Argentina,Emiliano MartÃ­nez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.74,0,152,3,14,0,56.58,0,17.5,76,0,0,86,66,10,0,0,0,0,5,0,0,0,0,3,1,3,100,690,7,2,30
Argentina,Cristian Romero,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.74,0,373,18,14,0,89.81,0,58.33,249,0,0,335,38,86,0,5,4,0,25,0,0,0,4,2,9,21,60,548,7,12,24
Netherlands,Teun Koopmeiners,0,0.08,0,1,100,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.74,0,114,16,5,1,78.95,2,45.45,40,0,0,90,24,50,0,10,4,0,4,0,0,0,3,0,12,16,57.14,224,5,4,24
Croatia,Bruno PetkoviÄ,1,0.12,0,2,66.67,1,1,0,0,100,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6.73,0,73,19,3,0,53.42,4,42.86,12,1,0,39,34,28,100,6,0,0,0,0,0,0,1,0,19,27,38.1,230,6,8,28
Serbia,Nemanja MaksimoviÄ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,0,55,12,0,0,87.27,3,0,22,2,0,48,7,28,100,4,3,0,2,0,0,0,1,0,5,5,0,128,3,0,27
Wales,Kieffer Moore,0,1.03,2,0,0,6,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.73,0,56,20,2,0,64.29,4,100,7,0,0,36,20,29,0,1,2,0,7,0,0,0,0,0,5,16,64.71,225,3,11,30
Wales,Ben Davies,0,0.35,1,2,66.67,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,0,143,13,20,0,77.62,0,62.5,76,0,0,111,32,35,0,4,1,0,7,1,0,0,0,0,9,16,63.64,239,3,7,29
Cameroon,Bryan Mbeumo,0,0.21,1,1,20,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,0,73,18,1,0,63.01,5,33.33,11,3,0,46,27,38,25,0,1,0,2,0,0,0,0,0,9,14,35.71,226,3,5,23
Mexico,Uriel Antuna,0,0.15,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6.73,0,12,3,0,0,83.33,1,0,3,1,0,10,2,8,14.29,4,0,0,0,0,0,0,0,0,5,5,0,83,3,0,26
Spain,Ferran Torres,2,1.02,0,1,10,4,2,0,2,50,1,1,0,0,0,2,0,0,1,1,0,2,100,0,6.73,1,76,23,0,0,76.32,1,0,16,1,0,58,18,43,11.11,0,0,0,0,0,0,0,2,0,6,6,0,219,4,0,22
Spain,Unai SimÃ³n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,0,141,0,15,0,92.91,0,65.22,128,0,0,131,10,3,0,0,0,0,2,1,2,0,0,2,0,2,100,390,4,2,25
Brazil,Antony,0,0.23,0,4,30.77,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,0,99,41,2,0,86.87,3,100,26,0,0,86,13,60,0,3,1,0,1,0,0,0,1,0,12,13,33.33,170,4,1,22
France,Marcus Thuram,0,0.22,1,6,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.72,0,39,10,1,2,69.23,4,50,6,0,0,27,12,21,0,3,0,0,2,0,0,0,0,0,14,22,47.06,155,5,8,25
France,Youssouf Fofana,0,0.16,0,2,100,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.72,0,112,23,2,0,85.71,1,28.57,44,0,0,96,16,52,0,8,3,0,0,0,0,0,3,1,11,12,50,225,6,1,22
Serbia,DuÅ¡an VlahoviÄ,1,0.81,1,0,0,3,3,0,0,33.33,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6.7,0,11,2,1,0,54.55,0,50,2,0,0,6,5,4,0,1,0,0,0,0,0,0,0,0,3,5,50,79,2,2,22
Belgium,Michy Batshuayi,1,0.76,1,1,33.33,6,2,2,2,16.67,0,0,0,0,0,1,0,0,1,0,0,2,0,0,6.7,0,24,3,0,0,66.67,1,0,8,0,0,16,8,8,0,1,0,0,0,0,0,0,0,0,3,4,33.33,153,2,1,29
Senegal,Ahmadou Bamba Dieng,1,0.5,0,0,0,4,1,2,1,25,0,0,0,1,0,1,0,0,0,1,0,0,0,0,6.7,0,15,3,0,0,60,2,0,4,0,0,9,6,5,0,2,0,0,0,0,0,0,0,0,5,7,20,97,4,2,22
Serbia,Strahinja PavloviÄ,1,0.17,0,2,100,2,1,1,0,50,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.7,0,153,23,4,0,77.78,0,33.33,62,0,0,119,34,57,0,7,1,0,7,0,0,0,3,0,13,25,85.71,236,3,12,21
Uruguay,Luis SuÃ¡rez,0,0.42,1,2,100,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.7,0,40,11,1,1,62.5,1,33.33,10,0,0,25,15,15,0,1,0,0,2,0,0,0,3,0,9,11,33.33,147,3,2,35
Japan,Junya Ito,0,0.17,0,2,28.57,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.7,0,72,14,0,1,66.67,5,0,22,2,0,48,24,28,14.29,7,5,0,4,0,0,0,4,0,14,17,33.33,323,4,3,24
Netherlands,Xavi Simons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,10,2,0,0,60,0,0,0,0,0,6,4,6,0,1,0,0,0,0,0,0,1,0,2,3,100,14,1,1,19
Argentina,Ãngel Correa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,3,0,0,0,100,0,0,1,0,0,3,0,2,0,1,0,0,1,0,0,0,0,0,2,2,0,9,1,0,27
Cameroon,AndrÃ© Onana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,53,1,5,0,73.58,0,26.32,36,0,0,39,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,0,26
France,Benjamin Pavard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,84,14,1,0,91.67,0,33.33,40,0,0,77,7,37,0,0,1,0,0,0,0,0,0,0,0,0,0,89,1,0,26
Belgium,Jeremy Doku,0,0,0,2,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,11,5,0,0,72.73,0,0,1,0,0,8,3,7,0,0,0,0,0,0,0,0,0,0,3,3,0,18,1,0,20
Poland,Kamil Grosicki,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,3,0,0,0,100,1,0,0,1,0,3,0,4,33.33,0,0,0,0,0,0,0,0,0,1,1,0,13,1,0,34
Morocco,Anass Zaroury,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.7,0,10,2,0,0,80,0,0,5,0,0,8,2,3,0,0,0,0,0,0,0,0,0,0,1,1,0,26,1,0,26
Portugal,AntÃ³nio Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,62,1,8,0,96.77,0,88.89,47,0,0,60,2,13,0,1,1,0,1,0,0,0,1,0,1,3,33.33,90,1,2,23
Mexico,AndrÃ©s Guardado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,16,3,1,0,68.75,0,50,8,0,0,11,5,3,0,4,0,0,0,0,0,0,1,0,4,4,0,42,1,0,35
Croatia,Josip Å utalo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,66,1,2,0,93.94,0,66.67,56,0,0,62,4,6,0,0,0,0,5,0,0,0,0,0,0,0,0,90,1,0,24
Tunisia,Mohamed Ali Ben Romdhane,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,20,5,0,0,70,0,0,6,0,0,14,6,8,0,5,0,0,0,0,0,0,0,0,7,8,100,74,1,1,24
Uruguay,AgustÃ­n Canobbio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,7,3,1,0,71.43,0,100,1,0,0,5,2,4,0,1,0,0,0,0,0,0,0,0,2,2,0,10,1,0,22
Canada,David Wotherspoon,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,6,2,0,0,66.67,0,0,1,0,0,4,2,3,0,0,0,0,0,0,0,0,0,0,2,2,0,14,1,0,27
Qatar,Ali Assadalla,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,23,4,0,0,91.3,0,0,8,0,0,21,2,13,0,0,0,0,0,0,0,0,0,0,1,1,0,26,1,0,25
Qatar,Musab Kheder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,2,0,1,0,100,0,100,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,12,1,0,24
Mexico,HÃ©ctor Herrera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,74,11,4,0,85.14,1,66.67,30,1,0,63,11,34,25,4,3,0,0,0,0,0,2,0,5,11,75,161,2,6,32
Cameroon,Nicolas Moumie Ngamaleu,0,0,0,2,66.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,1,23,10,0,0,82.61,1,0,7,1,0,19,4,13,100,3,0,0,0,0,0,0,0,0,10,10,0,95,2,0,27
Saudi Arabia,Hassan Al Tambakti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,55,3,4,0,72.73,0,30.77,30,0,0,40,15,10,0,4,3,0,4,0,0,0,2,0,9,10,50,180,2,1,24
Wales,Connor Roberts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,1,92,19,10,0,81.52,1,66.67,40,1,0,75,17,36,14.29,3,1,0,6,0,0,0,1,0,4,5,50,201,3,1,26
Netherlands,Marten de Roon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,117,14,3,0,82.05,0,100,45,0,0,96,21,51,0,7,2,0,5,0,0,0,4,0,7,11,57.14,185,5,4,32
USA,Weston McKennie,0,0.4,1,1,50,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,1,142,41,9,0,77.46,5,69.23,30,1,1,110,32,81,100,2,0,0,5,0,0,0,3,0,5,8,50,275,4,3,24
Senegal,Idrissa Gueye,0,0.33,0,1,50,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,113,35,3,0,92.04,1,75,33,1,0,104,9,72,6.67,2,5,0,2,0,0,0,1,0,4,6,40,270,3,2,32
Japan,Yuki Soma,0,0.19,0,1,50,3,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.7,0,10,6,0,0,80,0,0,2,0,0,8,2,6,0,2,0,0,0,0,0,0,1,0,6,6,0,82,1,0,25
Iran,Saman Ghoddos,0,0.18,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,17,6,0,0,82.35,1,0,4,0,0,14,3,10,0,1,0,0,0,0,0,0,1,0,1,1,0,45,1,0,29
Iran,Mehdi Torabi,0,0.12,0,1,50,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,1,35,8,1,0,82.86,3,33.33,13,0,0,29,6,16,0,1,2,0,0,0,0,0,2,0,2,2,0,59,3,0,28
Canada,Atiba Hutchinson,0,0.12,0,1,100,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.7,0,112,25,1,0,89.29,0,50,51,0,0,100,12,49,0,4,1,0,3,0,0,0,0,0,7,12,100,161,3,5,39
Senegal,Pape Gueye,0,0.11,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,60,12,6,0,73.33,2,54.55,23,1,0,44,16,22,100,4,2,0,2,0,0,0,0,0,7,12,62.5,152,3,5,23
Wales,Neco Williams,0,0.09,0,1,25,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,70,12,4,0,65.71,1,36.36,22,0,0,46,24,24,0,5,4,0,5,0,0,0,1,0,11,13,66.67,205,3,2,21
Germany,Mario GÃ¶tze,0,0.09,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,21,10,0,0,90.48,2,0,6,2,0,19,2,15,100,1,0,0,0,0,0,0,0,0,2,2,0,34,2,0,30
USA,Giovanni Reyna,0,0.06,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,33,10,1,0,69.7,2,100,9,1,0,23,10,15,50,0,0,0,0,0,0,0,0,0,2,4,100,57,2,2,20
Serbia,Luka JoviÄ,0,0.05,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,9,1,0,0,55.56,2,0,1,0,0,5,4,4,0,0,1,0,0,0,0,0,0,0,0,1,25,35,1,1,24
Serbia,Marko GrujiÄ,0,0.04,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,16,5,0,0,81.25,0,0,3,0,0,13,3,10,0,1,0,0,1,0,0,0,1,0,1,2,100,11,1,1,26
Croatia,Mario PaÅ¡aliÄ,0,0.27,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6.69,0,94,12,3,0,79.79,1,75,33,1,0,75,19,43,100,7,3,0,3,0,0,0,4,0,7,15,53.33,274,7,8,27
Morocco,Selim Amallah,0,0.21,0,1,33.33,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69,0,85,13,2,0,76.47,3,50,41,0,0,65,20,24,0,13,8,0,3,0,0,0,5,1,22,24,18.18,409,7,2,24
Senegal,Boulaye Dia,1,0.74,1,1,50,8,3,3,2,12.5,0,0,0,0,0,1,0,0,0,1,0,2,0,0,6.68,0,51,24,1,0,76.47,1,100,7,0,0,39,12,32,0,1,1,0,3,0,0,0,0,0,5,10,41.67,320,4,5,25
South Korea,Heung-min Son,0,0.42,1,3,23.08,9,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6.68,1,92,37,3,1,77.17,7,30,17,5,0,71,21,59,23.81,5,2,0,0,0,1,0,0,1,14,14,0,360,4,0,30
Senegal,Ismail Jakobs,0,0.01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.68,0,109,19,0,1,72.48,5,0,40,5,0,79,30,44,27.78,0,4,0,14,0,0,0,1,0,5,14,75,279,4,9,22
South Korea,Seung-gyu Kim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.68,0,116,3,17,0,69.83,0,34,74,0,0,81,35,7,0,0,2,0,3,0,0,0,0,1,0,0,0,360,4,0,31
Australia,Aziz Behich,0,0.12,0,8,61.54,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.68,0,154,15,2,0,76.62,0,9.52,82,0,0,118,36,36,0,8,3,0,10,0,0,0,1,2,19,21,50,360,4,2,31
Ecuador,MoisÃ©s Caicedo,1,0.52,0,0,0,3,1,0,2,33.33,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6.67,0,153,28,1,0,82.35,0,16.67,69,0,0,126,27,57,0,6,2,0,2,1,0,0,3,0,11,12,50,269,3,1,20
Denmark,Rasmus Kristensen,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,145,40,1,0,79.31,1,14.29,54,0,0,115,30,61,0,8,1,0,7,0,0,0,4,1,10,13,75,224,3,3,25
Uruguay,Guillermo Varela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,67,9,6,0,70.15,1,40,17,1,0,47,20,31,14.29,3,3,0,0,0,0,0,1,1,11,12,33.33,190,3,1,28
Tunisia,Ali Abdi,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.67,0,83,9,3,0,61.45,1,20,25,1,0,51,32,27,20,8,4,0,12,0,1,0,0,1,9,18,64.29,200,3,9,24
Canada,Kamal Miller,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,199,23,9,0,91.46,0,52.94,120,0,0,182,17,62,0,6,4,0,11,1,0,0,1,0,10,17,58.33,270,3,7,24
Qatar,Abdelkarim Hassan,0,0.3,0,1,33.33,6,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.67,0,153,16,19,0,78.43,1,57.58,74,0,0,120,33,46,0,7,1,0,4,0,0,0,1,0,12,15,75,270,3,3,28
Saudi Arabia,Abdulelah Al-Amri,0,0.07,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,102,17,14,0,71.57,0,53.85,35,0,0,73,29,38,0,1,4,0,10,0,0,0,1,0,4,14,71.43,196,3,10,23
Canada,Richie Laryea,0,0.07,0,2,33.33,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6.67,1,45,12,2,0,75.56,4,100,18,1,0,34,11,17,100,3,0,0,3,0,0,0,0,0,7,7,0,161,3,0,27
Ecuador,Jeremy Sarmiento,0,0.07,0,2,50,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.67,0,30,7,0,0,66.67,2,0,9,1,0,20,10,12,20,2,1,0,0,0,0,0,1,0,6,8,66.67,83,3,2,21
South Korea,Jae-Sung Lee,0,0.02,0,2,66.67,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,96,25,3,0,87.5,2,100,34,0,0,84,12,50,0,5,3,0,2,0,0,0,7,0,8,11,42.86,214,3,3,29
Brazil,Rodrygo,0,0.44,1,2,28.57,6,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6.66,0,101,38,1,1,86.14,6,33.33,17,1,0,87,14,71,11.11,4,2,0,1,0,0,0,4,0,12,12,0,179,5,0,21
Portugal,Bernardo Silva,0,0.18,0,1,50,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66,0,284,79,11,0,89.08,5,55,105,1,0,253,31,149,20,2,2,0,0,0,0,0,0,1,5,6,33.33,358,5,1,28
Argentina,Nahuel Molina,1,0.47,0,1,50,2,1,1,0,50,0,0,0,0,0,1,0,0,0,1,0,1,0,0,6.66,0,288,62,6,1,80.56,3,37.5,111,2,0,232,56,123,33.33,8,3,0,9,0,0,0,4,1,9,9,0,568,7,0,23
Croatia,Marko Livaja,1,0.82,1,0,0,6,4,1,1,16.67,0,0,0,0,0,0,1,0,0,1,0,1,0,0,6.65,0,57,16,1,1,61.4,3,50,9,0,0,35,22,26,0,2,1,0,1,0,0,0,2,0,5,9,44.44,242,6,4,28
Netherlands,Steven Berghuis,0,0.25,0,1,25,5,0,2,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6.65,0,116,34,10,1,80.17,2,76.92,23,2,0,93,23,72,15.38,2,0,0,0,0,0,0,1,0,3,4,33.33,199,4,1,30
